Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Vibration (g),App message,
0.2533662500000093,1020,,,,-0.00107421875,0.0037109375,-0.98974609375,0.20449467244126898,0.08873827209526373,20.490560813270715,-0.030114238048426167,0,0,0.6170576751433321,0,0,0,0,0.06015625,,
0.25827200000001466,1026.533333333333,,,,-0.0005859375,0.00361328125,-0.98974609375,0.20441370061663805,0.08905547627480648,20.490033206363858,-0.03147760578902641,0,0,0.6449771999822203,0,0,0,0,0.05859375,,
2.8104802500000283,1033.0666666666662,,,,0,0.0025390625,-0.9896484375,0.204409881415982,0.0890049192992763,20.49061113741704,-0.03123408060830913,0,0,0.6400051969702255,0,0,0,0,0.05859375,,
5.345217500000027,1039.6,,,,-0.0240234375,0.0126953125,-0.97578125,0.20429929102309785,0.09008306303149259,20.482015897721745,-0.030139747318062654,975,486,0.617322763091584,10.389940595097547,1684.4512322551068,0.008670257489098663,0,0.0951171875,,
7.8981830000000075,1046.1333333333337,,,,-0.03037109375,0.01181640625,-0.97109375,0.2045607865406684,0.08975002562655053,20.480779858373197,-0.03188652834781577,1182,590,0.6530607371879175,12.64445499668238,1939.4400198383596,0.007098023565422826,0,0.11328125,,
10.44334025000003,1052.6666666666667,,,,-0.03134765625,0.01513671875,-0.97255859375,0.2045088065000626,0.0898874908343591,20.478888562973747,-0.030883620144811018,1331,665,0.6324621841858422,14.243166491839983,2252.486076645251,0.006310865894544595,0,0.14541015625,,
13.00296275000002,1059.2000000000003,,,,-0.02568359375,0.01279296875,-0.97451171875,0.2043611094862353,0.08872011857210926,20.478012432986464,-0.03140028459962062,1445,722,0.6430153736068882,15.452919406970185,2405.1984045495533,0.005741321465866973,0,0.17314453125,,
15.560037250000004,1065.7333333333333,,,,-0.02822265625,0.0158203125,-0.97900390625,0.20439720996974273,0.08917902372624673,20.47699755889111,-0.030640660316327867,1594,797,0.6274287541986707,17.0555519314425,2720.354993940623,0.005228735275967252,0,0.207421875,,
18.09845600000004,1072.2666666666667,,,,-0.02666015625,0.009375,-0.969140625,0.20437373748206747,0.08918804610856206,20.475661069544294,-0.03070137417907331,1672,836,0.6286310815679857,17.900213847954205,2854.101869511714,0.0049824993641641845,0,0.1125,,
20.64221075000001,1078.7999999999997,,,,-0.03330078125,0.00283203125,-0.9765625,0.20443785502091086,0.08989829806777724,20.47338017475934,-0.030795351875806936,1812,906,0.6304849874831883,19.388906069989122,3077.1394059373424,0.004636590377598936,0,0.12578125,,
23.205982250000027,1085.3333333333333,,,,-0.03173828125,0.01005859375,-0.9744140625,0.20463210429687756,0.08860771735006043,20.471824064746357,-0.03080988989598734,1939,970,0.6307346280673206,20.776863893164535,3298.972954113924,0.004264732335638349,0,0.1396484375,,
25.750391750000027,1091.8666666666663,,,,-0.03349609375,0.01416015625,-0.9763671875,0.2044751309763638,0.08909714310622491,20.470888035533218,-0.03255007152264684,2017,1008,0.6663284890154034,21.585384779281863,3244.1111027587017,0.004127640219936168,0,0.1134765625,,
